-112562
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3895, 
0, 0, -4847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-4579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, -2342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, -3700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4299, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2867, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2867, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3308, 0, 0, 0, -1840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4001, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4299, 0, 0, 0, 0, -4001, 0, 0, 0, -4392, 
0, 0, 0, 0, 0, 0, 0, 0, 0, -983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, -1647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4392, 0, 0, 
(13, 19) (3, 12) (3, 21) (13, 20) (5, 10) (1, 22) (1, 12) (17, 30) (31, 33) (24, 31) (2, 12) (4, 15) (10, 17) (13, 15) (29, 31) (20, 33) (13, 22) (7, 10) (5, 24) (11, 16) (15, 26) (5, 6) (14, 29) (14, 16) (13, 28) (27, 28) (3, 23) (19, 25) (18, 29) (8, 33) (10, 32) (4, 9) 
